问题,答案,参考,us3路径
赣锋锂业目前权益锂资源量为多少？公司保障原料供给的措施有哪些？,截至2023年年末，赣锋锂业拥有权益锂资源量4804万吨LCE，公司通过自有矿和锂精矿长协保障了原料供给安全并平抑了成本。,截止2023年年末，公司拥有权益锂资源量4804万吨LCE。公司通过自有矿和锂精矿长协保障了原料供给安全且平抑了成本，是穿越锂价周期的优质投资标的。,pdf/2024-12-12/email_faf21ef9-5ca8-50dc-b6b1-6fec37f56589.md
恺英网络2024年的业绩高增长的主要驱动是什么？管理层有无减持承诺？,恺英网络2024年业绩高增长有望由新品密集发布、新游上线推动，公司高管承诺不减持，提振投资者信心。,公司新品储备丰富，业绩高增长有望延续，我们认为公司下半年将进入产品密集发布期，新游上线有望推动公司全年流水和业绩高增长，同时，公司高管承诺不减持，提振投资者信心。,pdf/2024-12-12/email_faf21ef9-5ca8-50dc-b6b1-6fec37f56589.md
陕西煤业2024年11月煤炭产量和同期同比增幅是多少？,陕西煤业2024年11月煤炭产量为1406.23万吨，同比增长11.3%。,陕西煤业发布11月主要运营数据，当月煤炭产量同比增长11.3%。根据公告，公司当月实现煤炭产量1406.23万吨，同比增长11.3%，11月煤炭产量超预期。,pdf/2024-12-12/email_d4545c3c-4e51-572e-be50-416e1ed0cda2.md
海通证券对充电桩行业目前给予什么投资评级？,维持‘优于大市’投资评级。,投资评级优于大市维持,pdf/2024-12-12/email_880eae5d-15ae-5ce6-8010-8b58118d25dd.md
海通证券重点研究的电力设备与新能源上市公司有哪些？,"南网储能, 凯盛新能, 锦浪科技, 帝尔激光, 科威尔, 德业股份, 宇邦新材, 宁德时代, 晶科能源, 聚和材料, 三一重能, 东方电缆, 隆基绿能, 科华数据, 金风科技, 阳光电源, 国轩高科, 帝科股份, 大全能源, 明阳电气, 亿纬锂能, 晶澳科技, 泰胜风能, 爱旭股份, 钧达股份, 运达股份, 固德威, 福斯特, 横店东磁, 通润装备。","重点研究上市公司：南网储能,凯盛新能,锦浪科技，帝尔激光,科威尔，德业股份,宇邦新材,宁德时代,晶科能源,聚和材料，三一重能,东方电缆,隆基绿能,科华数据,金风科技,阳光电源,国轩高科,帝科股份,大全能源,明阳电气,亿纬锂能,晶澳科技,泰胜风能，爱旭股份，钧达股份，运达股份，固德威，福斯特，横店东磁，通润装备",pdf/2024-12-12/email_880eae5d-15ae-5ce6-8010-8b58118d25dd.md
2024年11月25日至11月29日，华泰上证红利ETF的成交额、融资净买入额及上周涨跌幅分别是多少？,2024年11月25日至11月29日，华泰上证红利ETF的成交额为23.22亿元，融资净买入额为0.05亿元，上周涨跌幅为1.88%。,<tr><td>510880.0F</td><td>华泰上证红利ETF</td><td>23. 22</td><td>0.05</td><td>1.88%</td></tr>,pdf/2024-12-12/email_a92fd122-828d-5de4-8e96-c2f08d11149e.md
2024年第四季度海通证券的宏观+量价大小盘双驱轮动策略配置信号是什么？,2024年09月30日的最新数据表明，2024Q4，双驱轮动策略得出的综合分数为1，预测信号为大盘。,根据2024年09月30日的最新数据，2024Q4，双驱轮动策略得出的综合分数为1，预测信号为大盘。,pdf/2024-12-12/email_c4b5fadb-c1db-55eb-9b38-27ba058ece74.md
截至2024年11月30日，海通证券大小盘双驱轮动策略的今年以来区间收益及相较基准的累计超额收益分别是多少？,今年以来，策略的区间收益为14.68%。相较等权基准的累计超额为4.71%。相较沪深300的累计超额为0.53%。相较中证1000的累计超额为9.55%。,今年以来，策略的区间收益为14.68%。相较等权基准的累计超额为4.71%。相较沪深300的累计超额为0.53%。相较中证1000的累计超额为9.55%。,pdf/2024-12-12/email_c4b5fadb-c1db-55eb-9b38-27ba058ece74.md
海通证券2024年12月推荐配置的行业主要有哪些？,单因子多策略推荐多头的行业为计算机、银行、非银行金融。复合因子策略推荐的多头行业为通信、计算机、汽车、有色金属、传媒。,单因子多策略推荐配置的多头行业为计算机、银行、非银行金融。复合因子策略推荐的多头行业为通信、计算机、汽车、有色金属、传媒。,pdf/2024-12-12/email_c4b5fadb-c1db-55eb-9b38-27ba058ece74.md
2016年上半年天齐锂业股份有限公司的营业收入和归属于上市公司股东的净利润是多少？与上年同期相比增幅如何？,"2016年上半年天齐锂业股份有限公司实现营业收入1,705,594,766.53元，归属于上市公司股东的净利润为746,799,909.97元。营业收入同比增长125.71%，归属于上市公司股东的净利润同比增长1,722.50%。","报告期内，公司实现营业收入170,559.48万元，较上年增加94,993.15万元，增长125.71 %；报告期内公司营业成本47,112.16万元，较上年增加7,335.22万元，增长18.44 %；报告期产品综合毛利率为72.38%，较上年提高25.02个百分点。",md/2025-03-29/windanno_643501fb-12c4-5f2b-a14e-63dcea34b40a.md
2016年上半年天齐锂业股份有限公司的产品综合毛利率是多少？与上年同期相比变化如何？,2016年上半年天齐锂业股份有限公司产品综合毛利率为72.38%，较上年同期提高25.02个百分点。,报告期产品综合毛利率为72.38%，较上年提高25.02个百分点。,md/2025-03-29/windanno_643501fb-12c4-5f2b-a14e-63dcea34b40a.md
2016年上半年天齐锂业股份有限公司的银行借款及财务费用发生了哪些变化，原因是什么？,2016年上半年天齐锂业股份有限公司银行借款大幅减少，导致财务费用较上年同期减少35.11%。,"财务费用......本期为25,670,969.47元，上年同期为39,558,718.86元，同比-35.11%，主要原因系银行借款大幅减少，利息支出相应减少。",md/2025-03-29/windanno_643501fb-12c4-5f2b-a14e-63dcea34b40a.md
2006年1月至2024年11月，东吴证券研究所测算的量稳换手率STR因子在全体A股的年化收益率、年化波动率和最大回撤率分别是多少？,量稳换手率STR因子的年化收益率为40.74%，年化波动率为14.53%，最大回撤率为9.96%。,2006年1月至2024年11月，量稳换手率STR因子在全体A股中，10分组多空对冲的年化收益率为40.74%，年化波动为14.53%，信息比率为2.80，月度胜率为76.99%，月度最大回撤为9.96%。,pdf/2024-12-12/email_e96dfe07-e6b2-586d-9c9d-10f22b6cacc3.md
2024年11月，东吴证券研究所量稳换手率STR因子在全体A股中10分组多头组合和空头组合的收益率分别是多少？,10分组多头组合的收益率为8.56%，空头组合的收益率为-1.30%。,11月份量稳换手率STR因子收益统计：在全体A股中，10分组多头组合的收益率为8.56%，10分组空头组合的收益率为-1.30%，10分组多空对冲的收益率为9.96%。,pdf/2024-12-12/email_e96dfe07-e6b2-586d-9c9d-10f22b6cacc3.md
东吴证券研究所关于量稳换手率STR因子的风险提示内容有哪些？,本报告所有统计结果均基于历史数据，未来市场可能发生重大变化；单因子的收益可能存在较大波动，实际应用需结合资金管理、风险控制等方法。,风险提示：本报告所有统计结果均基于历史数据，未来市场可能发生重大变化；单因子的收益可能存在较大波动，实际应用需结合资金管理、风险控制等方法。,pdf/2024-12-12/email_e96dfe07-e6b2-586d-9c9d-10f22b6cacc3.md
五粮液公司2024年中期利润分配方案如何，拟派发现金红利总额是多少？,五粮液公司发布2024年中期利润分配预案，拟向全体股东每10股派发现金红利25.76元（含税），截至2024年9月30日，公司总股本近38.82亿股，以此计算合计拟派发现金红利100亿元（含税）。,公司发布2024年中期利润分配预案，拟向全体股东每10股派发现金红利25.76元（含税），截至2024年9月30日，公司总股本近38.82亿股，以此计算合计拟派发现金红利100亿元（含税）。,pdf/2024-12-12/email_94114b6c-570c-556f-9d75-ac107f96dd26.md
江苏信托81.49%的股权评估值是多少，采用了哪种评估方法？,"江苏信托81.49%股权的评估值为834,790.00万元，采用了资产基础法和收益法，其中采用收益法评估结果作为最终评估结论。","根据立信评估出具的江苏信托《资产评估报告》（信资评报字（2016）第2109-8号），采用收益法评估，截至2015年12月31日，江苏信托全部股东权益的评估值为1,024,400万元…评估基准日2015年12月31日时，江苏信托81.49%股权的市场价值为834,790万元。",md/2025-03-26/windanno_68c32e26-5a4b-5f80-8345-b0534a8ef182.md
2018年中船重工杰瑞科技控股有限公司的法定持股比例是多少？,中船重工杰瑞科技控股有限公司在2018年的企业所得税税率为25.00%。,"<tr><td>中船重工杰瑞科技控股有限公司</td><td class=""right"">25.00</td><td class=""right"">25.00</td></tr>",md/2025-03-31/windanno_bb77d525-f0a2-5cb2-9e70-d216e98837bf.md
东吴证券研究所提出的“重拾自信2.0”RCP因子在2014年2月至2024年11月的年化收益率、年化波动率、信息比率、月度胜率和最大回撤率分别是多少？,2014年2月至2024年11月，“重拾自信2.0”RCP因子在全体A股（剔除北交所股票）中，10分组多空对冲的年化收益为19.23%，年化波动为7.65%，信息比率为2.52，月度胜率为79.23%，月度最大回撤为5.89%。,2014年2月至2024年11月，“重拾自信2.0”RCP因子在全体A股（剔除北交所股票）中，10分组多空对冲的年化收益为19.23%，年化波动为7.65%，信息比率为2.52，月度胜率为79.23%，月度最大回撤为5.89%。,pdf/2024-12-12/email_2949fc1e-e732-532b-a136-5af02b6940d6.md
东吴证券研究所对“重拾自信2.0”RCP因子模型应用中存在哪些风险提示？,模型所有统计结果均基于历史数据，未来市场可能发生重大变化；单因子的收益可能存在较大波动，实际应用需结合资金管理、风险控制等方法。,模型所有统计结果均基于历史数据，未来市场可能发生重大变化；单因子的收益可能存在较大波动，实际应用需结合资金管理、风险控制等方法。,pdf/2024-12-12/email_2949fc1e-e732-532b-a136-5af02b6940d6.md
江苏信托81.49%股权本次交易的最终评估值采用了哪种评估方法，其核心评估假设有哪些？,"江苏信托81.49%股权评估采用资产基础法和收益法进行，最终选用收益法评估结果1,024,400万元作为被评估企业股东全部权益的最终评估结论。核心评估假设为：公开市场假设、资产评估环境假设、企业持续经营假设、资产使用范围假设，以及未来经营风险可控等。","根据立信评估出具的江苏信托《资产评估报告》信资评报字（2016）第2109-8号，采用收益法评估，截至2015年12月31日，江苏信托全部股东权益的评估值为1,024,400万元...本次选用了资产基础法和收益法，同时对信托业务部分进行了市场法验证...核心假设包括：公开市场假设，资产评估环境假设，企业持续经营假设，资产使用范围假设，假设被评估单位在未来的经营中，不会出现因各种非经营性因素导致的风险监管指标的异常...",md/2025-03-26/windanno_8e447b64-88e9-56b2-9895-17138d82871c.md
2010年2月至2024年11月，东吴证券估值异常EPA因子在全体A股（剔除北交所股票）5分组多空对冲策略的年化收益率、年化波动率和信息比率分别是多少？,2010年2月至2024年11月，估值异常EPA因子5分组多空对冲的年化收益为17.15%，年化波动为5.05%，信息比率为3.39。,估值异常EPA因子在全体A股（剔除北交所股票）中，5分组多空对冲的年化收益为17.15%，年化波动为5.05%，信息比率为3.39，月度胜率为81.46%，月度最大回撤为3.12%。,pdf/2024-12-12/email_e8a2c0e9-9dd1-57b0-969c-855ded888f89.md
2024年11月，东吴证券估值异常EPA因子在全体A股（剔除北交所股票）5分组多头与空头组合的收益率分别为多少？,2024年11月，估值异常EPA因子5分组多头组合的收益率为5.14%，5分组空头组合的收益率为4.44%。,在全体A股（剔除北交所股票）中，11月份估值异常EPA因子5分组多头组合的收益率为5.14%，5分组空头组合的收益率为4.44%，5分组多空对冲的收益率为0.70%。,pdf/2024-12-12/email_e8a2c0e9-9dd1-57b0-969c-855ded888f89.md
